0.992360,0.757187,0.166068,-0.498136,-0.921445,-0.909144,-0.475085,0.170598,0.725243,0.936324,0.715546,0.173777,-0.435453,-0.834823,-0.848941,-0.480440,0.096126,0.617394,0.851651,0.701372,0.242552,-0.314327,-0.721260,-0.802610,-0.529552,-0.028442,0.768562,0.719817,0.356657,-0.160024,-0.604277,-0.782962,-0.618688,-0.182742,0.335596,0.710115,0.774992,0.497423,-0.005569,-0.514815,-0.802889,-0.735171,-0.333519,0.228165,0.697999,0.859048,0.630243,0.107679,-0.475004,-0.850959,-0.842350,-0.444504},
{0.757187,0.991108,0.756266,0.166198,-0.496932,-0.919928,-0.908322,-0.475492,0.169245,0.723791,0.935604,0.715912,0.175011,-0.433958,-0.833784,-0.848923,-0.481598,0.094240,0.615749,0.851259,0.702615,0.244798,-0.312407,-0.720817,-0.803809,-0.531490,0.477670,0.769278,0.720663,0.357052,-0.160023,-0.604217,-0.782574,-0.618202,-0.182657,0.335018,0.709127,0.774167,0.497213,-0.005121,-0.513999,-0.802070,-0.734611,-0.333382,0.227782,0.697149,0.858053,0.629630,0.107864,-0.474072,-0.849833,-0.841716},
{0.166068,0.756266,0.989656,0.755247,0.166347,-0.495681,-0.918401,-0.907505,-0.475856,0.167986,0.722407,0.934847,0.716152,0.176135,-0.432461,-0.832647,-0.848820,-0.482760,0.092297,0.614098,0.850952,0.703938,0.246980,-0.310720,-0.720608,-0.805013,-0.030862,0.477682,0.769850,0.721089,0.357052,-0.160139,-0.603980,-0.781900,-0.617521,-0.182525,0.334413,0.708117,0.773316,0.496907,-0.004844,-0.513331,-0.801249,-0.733877,-0.333011,0.227536,0.696272,0.856926,0.628888,0.107971,-0.473187,-0.848745},
{-0.498136,0.166198,0.755247,0.988104,0.754197,0.166496,-0.494468,-0.916952,-0.906723,-0.476149,0.166870,0.721124,0.934068,0.716281,0.177169,-0.430968,-0.831468,-0.848710,-0.483966,0.090340,0.612548,0.850822,0.705346,0.249010,-0.309369,-0.720673,-0.534398,-0.031412,0.477901,0.770250,0.721115,0.356715,-0.160337,-0.603602,-0.781035,-0.616724,-0.182346,0.333863,0.707184,0.772481,0.496479,-0.004793,-0.512849,-0.800442,-0.732979,-0.332423,0.227425,0.695405,0.855736,0.628069,0.107988,-0.472428},
{-0.921445,-0.496932,0.166347,0.754197,0.986557,0.753183,0.166631,-0.493366,-0.915647,-0.906003,-0.476361,0.165912,0.719951,0.933289,0.716345,0.178154,-0.429484,-0.830314,-0.848684,-0.485259,0.088419,0.611205,0.850943,0.706824,0.250809,-0.308424,-0.807265,-0.535267,-0.031530,0.478282,0.770468,0.720797,0.356127,-0.160581,-0.603139,-0.780086,-0.615891,-0.182114,0.333440,0.706402,0.771694,0.495917,-0.004991,-0.512566,-0.799661,-0.731949,-0.331660,0.227435,0.694592,0.854568,0.627235,0.107906},
{-0.909144,-0.919928,-0.495681,0.166496,0.753183,0.985110,0.752259,0.166741,-0.492420,-0.914528,-0.905361,-0.476503,0.165094,0.718880,0.932539,0.716409,0.179152,-0.428012,-0.829262,-0.848836,-0.486670,0.086588,0.610158,0.851363,0.708346,0.252313,-0.721610,-0.808223,-0.535734,-0.031273,0.478764,0.770509,0.720219,0.355386,-0.160838,-0.602651,-0.779158,-0.615089,-0.181820,0.333201,0.705823,0.770974,0.495223,-0.005429,-0.512469,-0.798920,-0.730843,-0.330788,0.227544,0.693884,0.853508,0.626445},
{-0.475085,-0.908322,-0.918401,-0.494468,0.166631,0.752259,0.983836,0.751465,0.166824,-0.491648,-0.913601,-0.904805,-0.476606,0.164368,0.717885,0.931850,0.716553,0.180225,-0.426560,-0.828384,-0.849239,-0.488210,0.084903,0.609469,0.852090,0.709862,-0.307836,-0.722396,-0.809012,-0.535829,-0.030731,0.479278,0.770391,0.719476,0.354589,-0.161086,-0.602198,-0.778336,-0.614364,-0.181459,0.333175,0.705463,0.770322,0.494413,-0.006065,-0.512525,-0.798233,-0.729727,-0.329881,0.227730,0.693326,0.852632},
{0.170598,-0.475492,-0.907505,-0.916952,-0.493366,0.166741,0.751465,0.982777,0.750817,0.166883,-0.491036,-0.912845,-0.904338,-0.476714,0.163669,0.716936,0.931260,0.716854,0.181426,-0.425143,-0.827746,-0.849940,-0.489865,0.083417,0.609171,0.853093,0.254277,-0.308131,-0.723290,-0.809595,-0.535607,-0.030007,0.479758,0.770141,0.718665,0.353822,-0.161311,-0.601830,-0.777677,-0.613738,-0.181022,0.333364,0.705305,0.769731,0.493518,-0.006839,-0.512684,-0.797614,-0.728672,-0.329011,0.227972,0.692957},
{0.725243,0.169245,-0.475856,-0.906723,-0.915647,-0.492420,0.166824,0.750817,0.981941,0.750313,0.166929,-0.490545,-0.912219,-0.903957,-0.476881,0.162926,0.716002,0.930803,0.717376,0.182785,-0.423791,-0.827395,-0.850947,-0.491587,0.082185,0.609256,0.712622,0.254711,-0.308721,-0.724195,-0.809947,-0.535138,-0.029208,0.480150,0.769796,0.717868,0.353141,-0.161513,-0.601581,-0.777204,-0.613208,-0.180506,0.333741,0.705305,0.769182,0.492575,-0.007675,-0.512897,-0.797073,-0.727738,-0.328236,0.228260},
{0.936324,0.723791,0.167986,-0.476149,-0.906003,-0.914528,-0.491648,0.166883,0.750313,0.981302,0.749930,0.166978,-0.490118,-0.911665,-0.903657,-0.477159,0.162078,0.715067,0.930514,0.718159,0.184297,-0.422544,-0.827357,-0.852227,-0.493301,0.081250,0.855616,0.713713,0.254795,-0.309506,-0.725014,-0.810053,-0.534495,-0.028424,0.480420,0.769390,0.717144,0.352573,-0.161708,-0.601467,-0.776902,-0.612744,-0.179909,0.334262,0.705399,0.768650,0.491625,-0.008503,-0.513119,-0.796623,-0.726970,-0.327586},
