-0.491047,-0.104583,-0.231715,-0.619625,0.848233,0.512892,0.234883,-0.578420,0.950468,-0.534424,0.025562,0.624837,0.961180,0.864492,0.380620,0.428388,0.894910,-0.783449,-0.411126,-0.034453,0.763903,-0.788079,0.718416,0.168750,-0.388560,-0.673638,-0.170590,-0.128174,-0.455711,0.691391,0.493268,0.029663,-0.198875,0.584480,-0.399983,0.357338,0.025766,-0.263270,-0.374120,-0.265188,0.187450,-0.072093,0.395990,0.397498,-0.120622,0.160849,0.149379,-0.094933,0.366776,0.390448,0.290892,0.065918,0.392218,0.698806,-0.676072,-0.310425,-0.237011,-0.697250,0.823706,-0.527784,-0.044956,0.613270,0.879518,0.706523,0.178115,-0.442896,-0.847169,0.833999,0.403343,0.232335,0.750296,-0.886667,0.578038,0.019275,-0.583920,-0.833291,-0.656025,-0.171819,0.663737,-0.638331,-0.336103,-0.075003,-0.414348,0.555585,-0.456342,0.177930,0.168695,-0.427857,-0.490247,-0.327656,-0.025059,0.263342,-0.399135,-0.344057,0.160343,-0.046167,0.192676,-0.251831,0.250151,-0.190936,0.074471,-0.104297,-0.292682,-0.393234},
{-1.364612,-0.813347,0.026255,-0.961313,1.689726,1.498854,-0.456754,-0.465082,1.529830,-1.553993,-1.023441,0.019115,1.110214,1.762518,1.671848,-0.659209,0.535619,-1.366442,-1.726687,1.419131,-0.081125,-0.956697,1.877451,1.754385,0.865033,-0.348652,-1.637197,1.381883,0.382747,0.929338,1.690907,-1.566930,1.087299,0.257428,-1.173662,1.912813,1.605290,0.573881,-0.688928,-1.571364,1.850120,1.113452,0.269293,1.345571,-1.631747,1.518309,-0.383651,-0.559308,1.581108,1.727523,1.133740,0.078494,0.643698,1.491205,-1.308804,-0.930949,0.498853,-0.580182,1.801373,-1.304806,1.100645,0.507865,1.502037,1.938917,1.619300,0.675063,-0.484164,1.843111,1.983844,-0.809689,0.381966,-1.032893,2.095379,-1.268924,0.732052,-0.519824,-1.383467,-1.473697,0.340677,-0.892947,-1.435788,1.749739,0.904254,0.749955,-1.200711,2.027006,-1.027013,0.420398,-0.795682,-1.527560,-1.412890,-0.507524,-0.238530,-1.234933,2.024391,1.490807,0.094367,-0.712766,1.884479,-1.301734,1.032045,-0.084911,-1.034612,-1.385641},
{-0.455110,0.682252,-1.431500,-1.517253,0.902309,-0.193620,1.211516,-1.480688,1.141480,-0.162526,0.778904,1.306756,1.214869,0.604576,-0.202336,0.906548,1.120599,-0.797839,-0.221127,-0.353644,0.874054,-0.897887,0.678979,0.136864,-0.437633,-0.812269,-0.496679,0.001964,-0.554876,0.940217,0.876734,-0.380076,-0.171939,0.792083,-0.960543,0.833688,0.273033,-0.417405,-0.931541,-1.027860,0.712324,0.001781,0.791784,1.197059,-1.011968,0.473403,0.432370,-1.048511,1.321474,0.927773,0.096839,-0.795579,1.374577,1.319095,-0.862926,0.272293,-1.512101,-1.730265,0.837619,-0.156878,-1.144898,1.247655,0.995470,0.224108,-0.664238,-1.257314,-1.323332,0.549072,-0.152417,0.465989,0.810792,-1.074438,0.297930,-0.030627,-0.837978,-1.082332,-0.949692,-0.497913,0.567504,-1.081351,-0.873950,0.024869,-0.579368,0.683942,-1.110057,0.449115,-0.182279,-0.791735,-1.173270,-1.118701,-0.632825,0.083254,-1.052535,-1.304067,0.705215,0.031310,0.424207,-1.315116,1.016014,-0.842340,-0.346301,-1.146214,-1.516228,-1.262800},
{0.813483,0.426036,0.075118,0.576968,-0.858202,-0.685086,0.154364,0.282082,-0.720761,0.691287,0.419848,-0.053772,-0.520117,-0.765979,-0.672075,0.199000,-0.299318,0.573496,0.614547,-0.425374,-0.071446,0.336877,-0.551822,-0.467187,-0.251966,-0.006229,0.364604,-0.492762,-0.375734,-0.000413,-0.382852,0.583742,-0.663118,0.253390,0.176823,-0.684509,-0.799626,-0.543405,-0.049234,0.442747,-0.792839,-0.731111,0.287078,-0.232810,0.616035,-0.893667,0.622436,-0.171854,-0.550785,-0.981828,-0.955964,-0.455705,-0.322421,-0.789504,0.803185,0.520266,-0.089309,0.428898,-0.806592,0.653205,-0.382055,-0.211906,-0.631400,-0.787059,-0.607857,-0.170595,0.323798,-0.730917,-0.710887,0.280271,-0.192918,0.464856,-0.648951,0.370311,-0.134775,0.168816,0.343968,0.374926,0.107831,0.057148,0.332720,-0.598949,-0.541840,0.126701,0.244001,-0.703295,0.664755,-0.449016,0.071334,0.538362,0.724382,0.552284,-0.206450,0.301704,-0.758669,-0.823937,0.452933,-0.017541,-0.635239,0.864366,-0.851193,-0.327567,0.373810,0.892338},
{1.822333,1.761629,-0.497644,0.713867,-1.244641,-1.432380,1.210352,0.282257,-0.887620,1.730935,1.429420,0.566173,-0.426224,-1.081306,-1.114300,0.942280,0.056316,1.121597,1.438809,-0.774548,0.485169,0.692711,-0.796959,-0.823279,-0.397931,0.251342,1.080066,-0.555080,-0.143857,0.037976,-0.368811,0.944161,-0.441551,0.506122,0.355584,-0.379678,-0.599304,-0.497190,-0.079175,0.499162,-0.581127,-0.731459,0.857919,0.269879,0.766671,-0.758381,1.132405,-0.294884,0.032637,-0.583255,-0.890625,-0.737101,0.611026,-0.606148,1.651958,1.712418,-0.770956,0.397064,-1.192712,1.694018,-1.041301,0.237713,-0.773000,-1.330226,-1.198645,-0.475500,0.475355,-1.020830,-1.205530,0.971835,0.173325,0.804084,-1.045093,1.116023,-0.366915,0.361519,0.915591,1.067161,0.248192,0.490156,0.834258,-0.678066,-0.416031,0.167696,0.462406,-0.586702,0.833047,-0.424471,0.027088,0.544229,0.906811,0.930972,-0.387280,0.215930,-0.606580,-0.880229,0.901128,-0.184986,-0.294773,0.986205,-0.933623,-0.625960,0.011147,0.728897},
{-0.197796,0.038635,0.026198,-0.064517,0.361862,0.408076,-0.152586,0.245033,0.298965,-0.362973,-0.470299,-0.247659,0.230220,0.705912,0.895057,-0.423919,0.107166,-0.413272,-0.689994,0.795047,-0.072254,-0.250266,0.866568,0.864736,0.504291,-0.024451,-0.604129,0.655732,0.236150,0.457842,0.747904,-0.522484,0.510124,0.170581,-0.362238,0.842128,0.739383,0.318187,-0.223571,-0.598015,0.838950,0.459871,0.318151,0.708167,-0.523322,0.518693,0.108375,-0.183825,0.582318,0.563208,0.406775,0.150467,0.292548,0.373515,-0.246050,-0.145812,0.120921,0.005075,0.238732,-0.359389,0.480910,-0.223195,0.179417,0.584966,0.734732,0.498680,-0.021696,0.610304,0.841073,-0.582115,-0.067253,-0.431974,0.823296,-0.683324,0.323917,-0.232145,-0.641850,-0.713277,0.053088,-0.435038,-0.651515,0.626409,0.284578,0.224999,-0.523439,0.721109,-0.480209,0.117457,-0.381365,-0.700308,-0.654428,-0.247081,-0.242300,-0.639725,0.734312,0.406172,0.133455,-0.427658,0.593508,-0.383496,0.178371,-0.104133,-0.326106,-0.437181},
{0.304760,-0.175773,0.485799,0.671316,-0.600375,-0.059269,-0.651343,0.731232,-0.690206,-0.002864,-0.566940,-0.865529,-0.755927,-0.309565,0.242496,-0.791328,-0.825483,0.323558,-0.230140,0.557698,-0.881851,0.452606,-0.053062,0.490741,0.706554,0.477052,-0.552295,0.590369,0.408019,-0.154033,0.238715,-0.569785,0.307951,-0.200353,-0.241574,0.238415,0.222380,0.062189,-0.148607,-0.296104,0.140550,0.012214,-0.004617,0.083742,-0.190127,-0.122042,0.075984,-0.212368,-0.112321,-0.290967,-0.337440,-0.191676,-0.530313,-0.678570,0.471046,-0.045955,0.591345,0.807423,-0.555804,0.036408,0.553797,-0.794092,-0.629070,-0.133403,0.424873,0.763196,0.722577,-0.303662,0.246506,-0.658979,-0.763836,0.493474,0.093461,-0.593009,0.820040,0.573697,0.021527,-0.514395,-0.518125,0.066241,-0.386934,0.597278,0.452500,-0.082303,-0.222704,0.411457,-0.330091,0.151212,-0.088333,-0.244800,-0.250707,-0.115973,-0.046158,-0.172003,0.184057,0.048294,0.124967,-0.133751,0.053607,0.139248,-0.193051,-0.104040,0.110271,0.300345},
{0.662071,0.902906,-0.645994,-0.175612,-0.281890,-0.661687,0.792913,-0.383412,-0.013005,0.539670,0.711654,0.574543,0.226591,-0.156102,-0.414762,0.566218,0.423096,-0.052960,0.250937,-0.380714,0.538078,-0.301179,0.105790,-0.216988,-0.427602,-0.433382,0.074075,-0.272942,-0.442004,0.519628,0.312597,0.115340,-0.354361,0.647024,-0.493318,0.269439,-0.193382,-0.582615,-0.693558,-0.446114,0.035783,-0.494544,0.884546,0.784736,-0.223291,-0.302440,0.883440,-0.882376,0.612621,-0.059640,-0.708182,-0.992426,0.317859,-0.226554,0.159542,0.478487,-1.047057,-0.653936,-0.505316,0.297708,-1.033442,0.180618,-0.250199,-0.667036,-0.887729,-0.845756,-0.596181,-0.361978,-0.648739,0.170065,0.132918,-0.550041,-0.382287,0.044383,-0.813593,-0.744578,-0.488468,-0.158261,0.187604,-0.696366,-0.428907,-0.515108,-0.769386,0.231619,-0.721669,-0.235956,0.018289,-0.941642,-0.967132,-0.673788,-0.177037,0.289607,-1.114908,-0.932615,-0.187939,-0.769729,0.533385,-1.153857,0.108588,-0.080549,-1.117662,-1.312106,-1.004094,-0.327827},
{-0.612328,-0.619461,0.401512,-0.059576,0.549133,0.727698,-0.528457,0.251836,0.273198,-0.550278,-0.674397,-0.500184,-0.074484,0.441507,0.819613,-0.781161,-0.425417,-0.112470,-0.703087,1.039657,-0.724039,0.167391,0.640186,1.084920,1.008690,0.441792,-0.908099,1.088139,0.671295,0.117044,0.758263,-0.949530,0.827406,-0.197440,-0.348857,0.850821,0.898364,0.569304,0.016841,-0.517051,0.878345,0.779062,-0.260185,0.316196,-0.676144,0.849514,-0.479994,0.042683,0.523697,0.756729,0.657201,0.306234,-0.030900,0.440513,-0.392559,-0.483760,0.679241,0.257814,0.591907,-0.445179,0.857459,-0.170403,0.271296,0.712637,0.966019,0.897944,0.500821,0.490183,0.982315,-0.718329,-0.416703,0.193093,0.891714,-0.832510,1.087747,0.475237,-0.286192,-0.806736,-0.316938,-0.020489,-0.640999,1.243183,0.927007,0.127606,-0.355295,1.120204,-0.626428,0.597083,0.001773,-0.482633,-0.652867,-0.441006,0.355863,-0.210224,0.998274,1.001754,-0.217889,0.071868,0.820815,-0.575577,0.790831,0.344645,-0.123286,-0.408707},
{-0.217032,-0.199167,0.063400,-0.060897,0.124536,0.170738,-0.167987,-0.010170,0.094547,-0.202652,-0.155880,-0.044628,0.050761,0.074024,0.033366,-0.034078,-0.024762,0.000037,0.010064,-0.016148,-0.113301,0.116366,-0.131225,-0.012105,0.121924,0.181786,-0.020888,0.119013,0.189159,-0.199894,-0.079295,-0.110959,0.159786,-0.224491,0.102810,-0.021237,0.113476,0.191610,0.172792,0.058533,0.054106,0.188353,-0.276069,-0.192035,-0.031799,0.166615,-0.314728,0.218640,-0.087588,0.137887,0.285433,0.267107,0.306644,0.431146,0.183398,0.164311,0.474282,0.347212,0.485534,0.157878,0.498040,0.330141,0.452423,0.497663,0.451733,0.366178,0.310229,0.391271,0.362644,0.344335,0.306270,0.438731,0.276924,0.340260,0.475690,0.533078,0.482107,0.343166,0.135239,0.514036,0.376684,0.471742,0.553708,0.163769,0.441505,0.397861,0.188780,0.561528,0.515652,0.391663,0.241404,0.134196,0.578143,0.477297,0.395579,0.555351,0.079032,0.558877,0.322176,0.174430,0.654820,0.624066,0.442486,0.204467},
