-0.000000,0.639264,0.973862,0.847887,0.326379,-0.339863,-0.837398,-0.938954,-0.606546,-0.002935,0.589501,0.901266,0.797544,0.335083,-0.268928,-0.739119,-0.867325,-0.604138,-0.076531,0.474003,0.802338,0.768392,0.395566,-0.144587,-0.611644,-0.802680,-0.197788,0.325337,0.701552,0.768383,0.498780,0.011566,-0.480624,-0.763180,-0.711894,-0.346833,0.175082,0.626160,0.805702,0.628593,0.166191,-0.380465,-0.766581,-0.812980,-0.490103,0.063474,0.599588,0.871769,0.749013,0.279110,-0.329051,-0.797825},
{-0.639264,-0.000000,0.638260,0.972420,0.846980,0.326667,-0.338538,-0.835896,-0.938218,-0.606986,-0.004243,0.588069,0.900446,0.797744,0.336256,-0.267271,-0.737779,-0.867093,-0.605329,-0.078644,0.472138,0.801874,0.769655,0.397769,-0.142818,-0.611295,-0.640585,-0.198722,0.325243,0.701887,0.768574,0.498677,0.011513,-0.480238,-0.762384,-0.711171,-0.346706,0.174485,0.625184,0.804864,0.628237,0.166371,-0.379873,-0.765764,-0.812189,-0.489680,0.063231,0.598686,0.870648,0.748333,0.279290,-0.328160},
{-0.973862,-0.638260,-0.000000,0.637140,0.970877,0.846044,0.326955,-0.337245,-0.834445,-0.937480,-0.607333,-0.005430,0.586681,0.899550,0.797817,0.337368,-0.265570,-0.736363,-0.866851,-0.606578,-0.080777,0.470378,0.801583,0.770980,0.399790,-0.141397,-0.804642,-0.641660,-0.199217,0.325328,0.702036,0.768381,0.498270,0.011392,-0.479730,-0.761433,-0.710353,-0.346522,0.173968,0.624295,0.804030,0.627739,0.166324,-0.379442,-0.764928,-0.811226,-0.489063,0.063089,0.597776,0.869471,0.747592,0.279386},
{-0.847887,-0.972420,-0.637140,-0.000000,0.635983,0.969336,0.845132,0.327214,-0.336058,-0.833105,-0.936756,-0.607575,-0.006479,0.585349,0.898604,0.797813,0.338459,-0.263843,-0.734955,-0.866695,-0.607912,-0.082862,0.468838,0.801537,0.772343,0.401543,-0.611363,-0.805470,-0.642319,-0.199294,0.325554,0.702004,0.767870,0.497637,0.011224,-0.479169,-0.760433,-0.709505,-0.346259,0.173608,0.623562,0.803221,0.627083,0.166030,-0.379183,-0.764092,-0.810130,-0.488292,0.063047,0.596919,0.868327,0.746841},
{-0.326379,-0.846980,-0.970877,-0.635983,-0.000000,0.634866,0.967888,0.844287,0.327425,-0.335025,-0.831913,-0.936063,-0.607726,-0.007410,0.584073,0.897652,0.797807,0.339578,-0.262113,-0.733649,-0.866717,-0.609349,-0.084827,0.467616,0.801779,0.773708,-0.139842,-0.611756,-0.806147,-0.642570,-0.199010,0.325873,0.701812,0.767132,0.496869,0.011022,-0.478627,-0.759486,-0.708683,-0.345903,0.173459,0.623030,0.802453,0.626276,0.165502,-0.379087,-0.763282,-0.808965,-0.487428,0.063100,0.596178,0.867303},
{0.339863,-0.326667,-0.846044,-0.969336,-0.634866,0.000000,0.633854,0.966606,0.843542,0.327582,-0.334163,-0.830879,-0.935416,-0.607824,-0.008270,0.582840,0.896744,0.797884,0.340782,-0.260409,-0.732533,-0.866993,-0.610889,-0.086602,0.466780,0.802317,0.404001,-0.139723,-0.612328,-0.806645,-0.642460,-0.198455,0.326233,0.701498,0.766272,0.496055,0.010797,-0.478172,-0.758675,-0.707926,-0.345442,0.173548,0.622713,0.801735,0.625344,0.164785,-0.379131,-0.762529,-0.807807,-0.486542,0.063240,0.595615},
{0.837398,0.338538,-0.326955,-0.845132,-0.967888,-0.633854,0.000000,0.632991,0.965532,0.842915,0.327691,-0.333455,-0.829986,-0.934830,-0.607926,-0.009123,0.581635,0.895937,0.798131,0.342112,-0.258766,-0.731688,-0.867572,-0.612510,-0.088129,0.466362,0.776252,0.404655,-0.139983,-0.613006,-0.806950,-0.642059,-0.197731,0.326584,0.701110,0.765391,0.495273,0.010550,-0.477858,-0.758054,-0.707255,-0.344874,0.173871,0.622595,0.801069,0.624329,0.163942,-0.379278,-0.761862,-0.806736,-0.485699,0.063464},
{0.938954,0.835896,0.337245,-0.327214,-0.844287,-0.966606,-0.632991,0.000000,0.632293,0.964673,0.842407,0.327774,-0.332856,-0.829199,-0.934321,-0.608100,-0.010037,0.580447,0.895285,0.798619,0.343590,-0.257227,-0.731168,-0.868462,-0.614165,-0.089357,0.804127,0.777319,0.404936,-0.140537,-0.613705,-0.807059,-0.641451,-0.196941,0.326887,0.700694,0.764576,0.494576,0.010277,-0.477718,-0.757641,-0.706668,-0.344206,0.174393,0.622637,0.800452,0.623286,0.163051,-0.379489,-0.761313,-0.805824,-0.484953},
{0.606546,0.938218,0.834445,0.336058,-0.327425,-0.843542,-0.965532,-0.632293,0.000000,0.631752,0.964004,0.842007,0.327862,-0.332304,-0.828472,-0.933903,-0.608410,-0.011073,0.579273,0.894839,0.799391,0.345207,-0.255839,-0.731002,-0.869630,-0.615784,0.466709,0.805240,0.778172,0.404881,-0.141281,-0.614345,-0.806980,-0.640723,-0.196175,0.327118,0.700295,0.763884,0.493987,0.009968,-0.477759,-0.757422,-0.706146,-0.343452,0.175058,0.622781,0.799879,0.622272,0.162186,-0.379733,-0.760906,-0.805118},
{0.002935,0.606986,0.937480,0.833105,0.335025,-0.327582,-0.842915,-0.964673,-0.631752,-0.000000,0.631336,0.963479,0.841697,0.327992,-0.331730,-0.827762,-0.933593,-0.608913,-0.012264,0.578130,0.894636,0.800454,0.346919,-0.254658,-0.731190,-0.871004,-0.090794,0.467355,0.806352,0.778762,0.404541,-0.142110,-0.614856,-0.806730,-0.639950,-0.195493,0.327275,0.699949,0.763340,0.493499,0.009606,-0.477967,-0.757350,-0.705655,-0.342633,0.175800,0.622965,0.799343,0.621334,0.161404,-0.379987,-0.760660},
